172.18.0.1 - - [01/Jun/2025:17:49:53 +0000] "GET /favicon.ico HTTP/1.1" 404 2903 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
23.178.112.210 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/Qddo6y4WCBDAA5xS4YgV9aiL8Q05vPiRK1WgQOc0mBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
18.117.84.92 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/Qddo6y4WCBDAA5xS4YgV9aiL8Q05vPiRK1WgQOc0mBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
23.178.112.216 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/fUqS32rsgof9lc0IQkn47lHXDZa-1ZPKrl9gJ3nksBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
35.95.100.189 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/Qddo6y4WCBDAA5xS4YgV9aiL8Q05vPiRK1WgQOc0mBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
3.15.1.8 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/fUqS32rsgof9lc0IQkn47lHXDZa-1ZPKrl9gJ3nksBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
16.170.222.60 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/Qddo6y4WCBDAA5xS4YgV9aiL8Q05vPiRK1WgQOc0mBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
35.163.46.182 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/fUqS32rsgof9lc0IQkn47lHXDZa-1ZPKrl9gJ3nksBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
13.48.130.234 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/fUqS32rsgof9lc0IQkn47lHXDZa-1ZPKrl9gJ3nksBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
54.254.254.208 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/Qddo6y4WCBDAA5xS4YgV9aiL8Q05vPiRK1WgQOc0mBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
47.128.74.121 - - [01/Jun/2025:19:27:05 +0000] "GET /.well-known/acme-challenge/fUqS32rsgof9lc0IQkn47lHXDZa-1ZPKrl9gJ3nksBw HTTP/1.1" 200 87 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)" "-"
195.123.244.84 - - [01/Jun/2025:19:27:14 +0000] "HEAD / HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" "-"
195.123.244.84 - - [01/Jun/2025:19:27:14 +0000] "GET / HTTP/1.1" 200 1752 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" "-"
47.109.34.3 - - [01/Jun/2025:19:31:56 +0000] "GET / HTTP/1.1" 200 5155 "-" "Hello World" "-"
45.38.44.252 - - [01/Jun/2025:19:39:55 +0000] "GET /.git/config HTTP/1.1" 404 2900 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
45.38.44.252 - - [01/Jun/2025:19:39:55 +0000] "GET /.git/config HTTP/1.1" 404 2900 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
45.38.44.252 - - [01/Jun/2025:19:41:41 +0000] "GET /.git/config HTTP/1.1" 404 2900 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
45.38.44.252 - - [01/Jun/2025:19:41:41 +0000] "GET /.git/config HTTP/1.1" 404 2900 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
167.94.138.36 - - [01/Jun/2025:19:45:50 +0000] "GET / HTTP/1.1" 200 1752 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.138.36 - - [01/Jun/2025:19:45:53 +0000] "GET /favicon.ico HTTP/1.1" 404 2902 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
192.155.90.220 - - [01/Jun/2025:19:46:00 +0000] "\x16\x03\x01\x01" 400 157 "-" "-" "-"
167.94.138.36 - - [01/Jun/2025:19:46:01 +0000] "PRI * HTTP/2.0" 400 157 "-" "-" "-"
192.155.90.220 - - [01/Jun/2025:19:46:02 +0000] "\x16\x03\x01\x01" 400 157 "-" "-" "-"
167.94.138.36 - - [01/Jun/2025:19:46:19 +0000] "GET /favicon.ico HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
46.34.194.84 - - [01/Jun/2025:19:46:26 +0000] "GET /.well-known/acme-challenge/crGysj9_yeGCWPfKVFGwL1D9jZofcK4FFBNVXnCUuJw HTTP/1.1" 404 186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:26 +0000] "GET /favicon.ico HTTP/1.1" 301 169 "http://connect-aitu.me/.well-known/acme-challenge/crGysj9_yeGCWPfKVFGwL1D9jZofcK4FFBNVXnCUuJw" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
167.94.138.36 - - [01/Jun/2025:19:46:27 +0000] "GET /favicon.ico HTTP/1.1" 404 2902 "http://34.45.91.5/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
46.34.194.84 - - [01/Jun/2025:19:46:27 +0000] "GET /favicon.ico HTTP/2.0" 404 2890 "http://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
167.94.138.36 - - [01/Jun/2025:19:46:28 +0000] "\x16\x03\x01\x00\xF7\x01\x00\x00\xF3\x03\x03\xD7\x83\xD1H`_\xF1p\x08\x8E\x96\x1AN}Z\x1B\x1A\xF4\xF3P{\x8C\x0B\xE1\xA3\xE9\xC8\x90wQ3$ /\x04\xC0\xB0 T\x0E':\xA1\xE4\x1F\xF1\xA9W\xAF\xFB\xE4\xF7\x88\xD8\x5C\xBD\x87)\xB6/&i\xFAJO\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 157 "-" "-" "-"
46.34.194.84 - - [01/Jun/2025:19:46:35 +0000] "GET /favicon.ico HTTP/2.0" 404 2890 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:38 +0000] "GET / HTTP/2.0" 200 1740 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/css/bfba2eb2f0b4094c.css HTTP/2.0" 200 6532 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/webpack-81f92dd4cfc0353b.js HTTP/2.0" 200 1740 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/app/layout-0a716f7ab1211640.js HTTP/2.0" 200 1280 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/359-21591ce977461ba2.js HTTP/2.0" 200 8652 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/app/error-9dce1888e997245b.js HTTP/2.0" 200 2050 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/962-85e0436c0bcbb46b.js HTTP/2.0" 200 7356 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/app/page-4e946c99623edeaa.js HTTP/2.0" 200 4533 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/fd9d1056-b00f7cf4c0fc15a6.js HTTP/2.0" 200 53365 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/938-678a9619bcd55a62.js HTTP/2.0" 200 26771 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/chunks/app/not-found-bc46832bd1b368c6.js HTTP/2.0" 200 1274 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:39 +0000] "GET /_next/static/media/26a46d62cd723877-s.woff2 HTTP/2.0" 200 18820 "https://connect-aitu.me/_next/static/css/bfba2eb2f0b4094c.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:40 +0000] "GET /favicon.ico HTTP/2.0" 404 2890 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:40 +0000] "GET /login?_rsc=9ehs5 HTTP/2.0" 200 1101 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:40 +0000] "GET /_next/static/chunks/app/login/page-a5295b7cabbb9f69.js HTTP/2.0" 200 4124 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:46:40 +0000] "GET /_next/static/chunks/393-f79d499f483bf30f.js HTTP/2.0" 200 33677 "https://connect-aitu.me/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36" "-"
46.34.194.84 - - [01/Jun/2025:19:49:21 +0000] "GET / HTTP/2.0" 200 1740 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148" "-"
46.34.194.84 - - [01/Jun/2025:19:49:21 +0000] "GET /_next/static/media/e4af272ccee01ff0-s.p.woff2 HTTP/2.0" 200 48432 "https://connect-aitu.me/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148" "-"
46.34.194.84 - - [01/Jun/2025:19:49:21 +0000] "GET /_next/static/css/bfba2eb2f0b4094c.css HTTP/2.0" 200 6532 "https://connect-aitu.me/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148" "-"
46.34.194.84 - - [01/Jun/2025:19:49:21 +0000] "GET /_next/static/chunks/webpack-81f92dd4cfc0353b.js HTTP/2.0" 200 1740 "https://connect-aitu.me/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148" "-"
